_id,Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
1,2018,1,Jan,Friday,School Holiday Weekday,MetroBus,268350
2,2018,1,Jan,Friday,School Holiday Weekday,MetroTrain,570700
3,2018,1,Jan,Friday,School Holiday Weekday,RegionalBus,21550
4,2018,1,Jan,Friday,School Holiday Weekday,RegionalTrain,43700
5,2018,1,Jan,Friday,School Holiday Weekday,Tram,529250
6,2018,1,Jan,Monday,Normal Weekday,MetroBus,308450
7,2018,1,Jan,Monday,Normal Weekday,MetroTrain,638350
8,2018,1,Jan,Monday,Normal Weekday,RegionalBus,22600
9,2018,1,Jan,Monday,Normal Weekday,RegionalTrain,47700
10,2018,1,Jan,Monday,Normal Weekday,Tram,534800
11,2018,1,Jan,Monday,School Holiday Weekday,MetroBus,298500
12,2018,1,Jan,Monday,School Holiday Weekday,MetroTrain,636150
13,2018,1,Jan,Monday,School Holiday Weekday,RegionalBus,23150
14,2018,1,Jan,Monday,School Holiday Weekday,RegionalTrain,49650
15,2018,1,Jan,Monday,School Holiday Weekday,Tram,562150
16,2018,1,Jan,Saturday,Weekend,MetroBus,154100
17,2018,1,Jan,Saturday,Weekend,MetroTrain,333700
18,2018,1,Jan,Saturday,Weekend,RegionalBus,13100
19,2018,1,Jan,Saturday,Weekend,RegionalTrain,20600
20,2018,1,Jan,Saturday,Weekend,Tram,393050
21,2018,1,Jan,Sunday,Weekend,MetroBus,105100
22,2018,1,Jan,Sunday,Weekend,MetroTrain,249600
23,2018,1,Jan,Sunday,Weekend,RegionalBus,8600
24,2018,1,Jan,Sunday,Weekend,RegionalTrain,18350
25,2018,1,Jan,Sunday,Weekend,Tram,325900
26,2018,1,Jan,Thursday,School Holiday Weekday,MetroBus,298100
27,2018,1,Jan,Thursday,School Holiday Weekday,MetroTrain,617350
28,2018,1,Jan,Thursday,School Holiday Weekday,RegionalBus,24400
29,2018,1,Jan,Thursday,School Holiday Weekday,RegionalTrain,47450
30,2018,1,Jan,Thursday,School Holiday Weekday,Tram,563600
31,2018,1,Jan,Tuesday,Normal Weekday,MetroBus,359800
32,2018,1,Jan,Tuesday,Normal Weekday,MetroTrain,729400
33,2018,1,Jan,Tuesday,Normal Weekday,RegionalBus,26950
34,2018,1,Jan,Tuesday,Normal Weekday,RegionalTrain,52550
35,2018,1,Jan,Tuesday,Normal Weekday,Tram,610600
36,2018,1,Jan,Tuesday,School Holiday Weekday,MetroBus,295500
37,2018,1,Jan,Tuesday,School Holiday Weekday,MetroTrain,618050
38,2018,1,Jan,Tuesday,School Holiday Weekday,RegionalBus,23300
39,2018,1,Jan,Tuesday,School Holiday Weekday,RegionalTrain,48050
40,2018,1,Jan,Tuesday,School Holiday Weekday,Tram,558300
41,2018,1,Jan,Wednesday,Normal Weekday,MetroBus,400250
42,2018,1,Jan,Wednesday,Normal Weekday,MetroTrain,716600
43,2018,1,Jan,Wednesday,Normal Weekday,RegionalBus,31300
44,2018,1,Jan,Wednesday,Normal Weekday,RegionalTrain,48600
45,2018,1,Jan,Wednesday,Normal Weekday,Tram,611100
46,2018,1,Jan,Wednesday,School Holiday Weekday,MetroBus,299950
47,2018,1,Jan,Wednesday,School Holiday Weekday,MetroTrain,630400
48,2018,1,Jan,Wednesday,School Holiday Weekday,RegionalBus,24400
49,2018,1,Jan,Wednesday,School Holiday Weekday,RegionalTrain,48750
50,2018,1,Jan,Wednesday,School Holiday Weekday,Tram,570050
51,2018,2,Feb,Friday,Normal Weekday,MetroBus,449650
52,2018,2,Feb,Friday,Normal Weekday,MetroTrain,784400
53,2018,2,Feb,Friday,Normal Weekday,RegionalBus,39800
54,2018,2,Feb,Friday,Normal Weekday,RegionalTrain,54050
55,2018,2,Feb,Friday,Normal Weekday,Tram,691500
56,2018,2,Feb,Monday,Normal Weekday,MetroBus,462750
57,2018,2,Feb,Monday,Normal Weekday,MetroTrain,770350
58,2018,2,Feb,Monday,Normal Weekday,RegionalBus,40150
59,2018,2,Feb,Monday,Normal Weekday,RegionalTrain,52950
60,2018,2,Feb,Monday,Normal Weekday,Tram,657250
61,2018,2,Feb,Saturday,Weekend,MetroBus,186950
62,2018,2,Feb,Saturday,Weekend,MetroTrain,428750
63,2018,2,Feb,Saturday,Weekend,RegionalBus,15700
64,2018,2,Feb,Saturday,Weekend,RegionalTrain,26000
65,2018,2,Feb,Saturday,Weekend,Tram,469550
66,2018,2,Feb,Sunday,Weekend,MetroBus,117350
67,2018,2,Feb,Sunday,Weekend,MetroTrain,284150
68,2018,2,Feb,Sunday,Weekend,RegionalBus,9950
69,2018,2,Feb,Sunday,Weekend,RegionalTrain,19050
70,2018,2,Feb,Sunday,Weekend,Tram,375550
71,2018,2,Feb,Thursday,Normal Weekday,MetroBus,460750
72,2018,2,Feb,Thursday,Normal Weekday,MetroTrain,777800
73,2018,2,Feb,Thursday,Normal Weekday,RegionalBus,40400
74,2018,2,Feb,Thursday,Normal Weekday,RegionalTrain,53800
75,2018,2,Feb,Thursday,Normal Weekday,Tram,672900
76,2018,2,Feb,Tuesday,Normal Weekday,MetroBus,475950
77,2018,2,Feb,Tuesday,Normal Weekday,MetroTrain,806800
78,2018,2,Feb,Tuesday,Normal Weekday,RegionalBus,41750
79,2018,2,Feb,Tuesday,Normal Weekday,RegionalTrain,56150
80,2018,2,Feb,Tuesday,Normal Weekday,Tram,686050
81,2018,2,Feb,Wednesday,Normal Weekday,MetroBus,468400
82,2018,2,Feb,Wednesday,Normal Weekday,MetroTrain,803550
83,2018,2,Feb,Wednesday,Normal Weekday,RegionalBus,40800
84,2018,2,Feb,Wednesday,Normal Weekday,RegionalTrain,58800
85,2018,2,Feb,Wednesday,Normal Weekday,Tram,692450
86,2018,3,Mar,Friday,Normal Weekday,MetroBus,484100
87,2018,3,Mar,Friday,Normal Weekday,MetroTrain,894550
88,2018,3,Mar,Friday,Normal Weekday,RegionalBus,41950
89,2018,3,Mar,Friday,Normal Weekday,RegionalTrain,59800
90,2018,3,Mar,Friday,Normal Weekday,Tram,792550
91,2018,3,Mar,Monday,Normal Weekday,MetroBus,478600
92,2018,3,Mar,Monday,Normal Weekday,MetroTrain,827100
93,2018,3,Mar,Monday,Normal Weekday,RegionalBus,40500
94,2018,3,Mar,Monday,Normal Weekday,RegionalTrain,58650
95,2018,3,Mar,Monday,Normal Weekday,Tram,718900
96,2018,3,Mar,Saturday,Weekend,MetroBus,192850
97,2018,3,Mar,Saturday,Weekend,MetroTrain,436850
98,2018,3,Mar,Saturday,Weekend,RegionalBus,15600
99,2018,3,Mar,Saturday,Weekend,RegionalTrain,29750
100,2018,3,Mar,Saturday,Weekend,Tram,493250
101,2018,3,Mar,Sunday,Weekend,MetroBus,132150
102,2018,3,Mar,Sunday,Weekend,MetroTrain,337300
103,2018,3,Mar,Sunday,Weekend,RegionalBus,9750
104,2018,3,Mar,Sunday,Weekend,RegionalTrain,24350
105,2018,3,Mar,Sunday,Weekend,Tram,377700
106,2018,3,Mar,Thursday,Normal Weekday,MetroBus,494500
107,2018,3,Mar,Thursday,Normal Weekday,MetroTrain,887300
108,2018,3,Mar,Thursday,Normal Weekday,RegionalBus,43500
109,2018,3,Mar,Thursday,Normal Weekday,RegionalTrain,62800
110,2018,3,Mar,Thursday,Normal Weekday,Tram,766750
111,2018,3,Mar,Tuesday,Normal Weekday,MetroBus,493050
112,2018,3,Mar,Tuesday,Normal Weekday,MetroTrain,860600
113,2018,3,Mar,Tuesday,Normal Weekday,RegionalBus,43250
114,2018,3,Mar,Tuesday,Normal Weekday,RegionalTrain,61050
115,2018,3,Mar,Tuesday,Normal Weekday,Tram,748800
116,2018,3,Mar,Wednesday,Normal Weekday,MetroBus,496900
117,2018,3,Mar,Wednesday,Normal Weekday,MetroTrain,865850
118,2018,3,Mar,Wednesday,Normal Weekday,RegionalBus,43350
119,2018,3,Mar,Wednesday,Normal Weekday,RegionalTrain,62250
120,2018,3,Mar,Wednesday,Normal Weekday,Tram,757900
121,2018,4,Apr,Friday,Normal Weekday,MetroBus,465700
122,2018,4,Apr,Friday,Normal Weekday,MetroTrain,856050
123,2018,4,Apr,Friday,Normal Weekday,RegionalBus,40500
124,2018,4,Apr,Friday,Normal Weekday,RegionalTrain,59350
125,2018,4,Apr,Friday,Normal Weekday,Tram,731500
126,2018,4,Apr,Friday,School Holiday Weekday,MetroBus,367100
127,2018,4,Apr,Friday,School Holiday Weekday,MetroTrain,807850
128,2018,4,Apr,Friday,School Holiday Weekday,RegionalBus,27550
129,2018,4,Apr,Friday,School Holiday Weekday,RegionalTrain,55400
130,2018,4,Apr,Friday,School Holiday Weekday,Tram,652150
131,2018,4,Apr,Monday,Normal Weekday,MetroBus,454600
132,2018,4,Apr,Monday,Normal Weekday,MetroTrain,797300
133,2018,4,Apr,Monday,Normal Weekday,RegionalBus,39150
134,2018,4,Apr,Monday,Normal Weekday,RegionalTrain,56250
135,2018,4,Apr,Monday,Normal Weekday,Tram,639350
136,2018,4,Apr,Monday,School Holiday Weekday,MetroBus,372550
137,2018,4,Apr,Monday,School Holiday Weekday,MetroTrain,757200
138,2018,4,Apr,Monday,School Holiday Weekday,RegionalBus,26350
139,2018,4,Apr,Monday,School Holiday Weekday,RegionalTrain,54600
140,2018,4,Apr,Monday,School Holiday Weekday,Tram,611850
141,2018,4,Apr,Saturday,Weekend,MetroBus,184300
142,2018,4,Apr,Saturday,Weekend,MetroTrain,407550
143,2018,4,Apr,Saturday,Weekend,RegionalBus,13750
144,2018,4,Apr,Saturday,Weekend,RegionalTrain,25200
145,2018,4,Apr,Saturday,Weekend,Tram,457600
146,2018,4,Apr,Sunday,Weekend,MetroBus,124850
147,2018,4,Apr,Sunday,Weekend,MetroTrain,344000
148,2018,4,Apr,Sunday,Weekend,RegionalBus,8700
149,2018,4,Apr,Sunday,Weekend,RegionalTrain,25000
150,2018,4,Apr,Sunday,Weekend,Tram,360450
151,2018,4,Apr,Thursday,Normal Weekday,MetroBus,479050
152,2018,4,Apr,Thursday,Normal Weekday,MetroTrain,845900
153,2018,4,Apr,Thursday,Normal Weekday,RegionalBus,43800
154,2018,4,Apr,Thursday,Normal Weekday,RegionalTrain,62050
155,2018,4,Apr,Thursday,Normal Weekday,Tram,715450
156,2018,4,Apr,Thursday,School Holiday Weekday,MetroBus,375100
157,2018,4,Apr,Thursday,School Holiday Weekday,MetroTrain,778400
158,2018,4,Apr,Thursday,School Holiday Weekday,RegionalBus,28250
159,2018,4,Apr,Thursday,School Holiday Weekday,RegionalTrain,58600
160,2018,4,Apr,Thursday,School Holiday Weekday,Tram,650600
161,2018,4,Apr,Tuesday,Normal Weekday,MetroBus,473250
162,2018,4,Apr,Tuesday,Normal Weekday,MetroTrain,886700
163,2018,4,Apr,Tuesday,Normal Weekday,RegionalBus,42100
164,2018,4,Apr,Tuesday,Normal Weekday,RegionalTrain,60950
165,2018,4,Apr,Tuesday,Normal Weekday,Tram,684300
166,2018,4,Apr,Tuesday,School Holiday Weekday,MetroBus,356550
167,2018,4,Apr,Tuesday,School Holiday Weekday,MetroTrain,736050
168,2018,4,Apr,Tuesday,School Holiday Weekday,RegionalBus,26450
169,2018,4,Apr,Tuesday,School Holiday Weekday,RegionalTrain,54000
170,2018,4,Apr,Tuesday,School Holiday Weekday,Tram,619750
171,2018,4,Apr,Wednesday,Normal Weekday,MetroBus,480350
172,2018,4,Apr,Wednesday,Normal Weekday,MetroTrain,854900
173,2018,4,Apr,Wednesday,Normal Weekday,RegionalBus,42150
174,2018,4,Apr,Wednesday,Normal Weekday,RegionalTrain,60750
175,2018,4,Apr,Wednesday,Normal Weekday,Tram,702850
176,2018,4,Apr,Wednesday,School Holiday Weekday,MetroBus,371100
177,2018,4,Apr,Wednesday,School Holiday Weekday,MetroTrain,762900
178,2018,4,Apr,Wednesday,School Holiday Weekday,RegionalBus,27250
179,2018,4,Apr,Wednesday,School Holiday Weekday,RegionalTrain,55750
180,2018,4,Apr,Wednesday,School Holiday Weekday,Tram,646200
181,2018,5,May,Friday,Normal Weekday,MetroBus,408450
182,2018,5,May,Friday,Normal Weekday,MetroTrain,828750
183,2018,5,May,Friday,Normal Weekday,RegionalBus,36700
184,2018,5,May,Friday,Normal Weekday,RegionalTrain,58750
185,2018,5,May,Friday,Normal Weekday,Tram,652250
186,2018,5,May,Monday,Normal Weekday,MetroBus,423800
187,2018,5,May,Monday,Normal Weekday,MetroTrain,789250
188,2018,5,May,Monday,Normal Weekday,RegionalBus,38300
189,2018,5,May,Monday,Normal Weekday,RegionalTrain,55800
190,2018,5,May,Monday,Normal Weekday,Tram,597750
191,2018,5,May,Saturday,Weekend,MetroBus,197400
192,2018,5,May,Saturday,Weekend,MetroTrain,418950
193,2018,5,May,Saturday,Weekend,RegionalBus,14550
194,2018,5,May,Saturday,Weekend,RegionalTrain,28950
195,2018,5,May,Saturday,Weekend,Tram,449850
196,2018,5,May,Sunday,Weekend,MetroBus,136700
197,2018,5,May,Sunday,Weekend,MetroTrain,309750
198,2018,5,May,Sunday,Weekend,RegionalBus,8450
199,2018,5,May,Sunday,Weekend,RegionalTrain,22700
200,2018,5,May,Sunday,Weekend,Tram,326350
201,2018,5,May,Thursday,Normal Weekday,MetroBus,437800
202,2018,5,May,Thursday,Normal Weekday,MetroTrain,814200
203,2018,5,May,Thursday,Normal Weekday,RegionalBus,40550
204,2018,5,May,Thursday,Normal Weekday,RegionalTrain,59150
205,2018,5,May,Thursday,Normal Weekday,Tram,647850
206,2018,5,May,Tuesday,Normal Weekday,MetroBus,438950
207,2018,5,May,Tuesday,Normal Weekday,MetroTrain,823150
208,2018,5,May,Tuesday,Normal Weekday,RegionalBus,40250
209,2018,5,May,Tuesday,Normal Weekday,RegionalTrain,56850
210,2018,5,May,Tuesday,Normal Weekday,Tram,630450
211,2018,5,May,Wednesday,Normal Weekday,MetroBus,442900
212,2018,5,May,Wednesday,Normal Weekday,MetroTrain,822200
213,2018,5,May,Wednesday,Normal Weekday,RegionalBus,39750
214,2018,5,May,Wednesday,Normal Weekday,RegionalTrain,58500
215,2018,5,May,Wednesday,Normal Weekday,Tram,639050
216,2018,6,Jun,Friday,Normal Weekday,MetroBus,386150
217,2018,6,Jun,Friday,Normal Weekday,MetroTrain,756000
218,2018,6,Jun,Friday,Normal Weekday,RegionalBus,36350
219,2018,6,Jun,Friday,Normal Weekday,RegionalTrain,54750
220,2018,6,Jun,Friday,Normal Weekday,Tram,628200
221,2018,6,Jun,Monday,Normal Weekday,MetroBus,393000
222,2018,6,Jun,Monday,Normal Weekday,MetroTrain,734850
223,2018,6,Jun,Monday,Normal Weekday,RegionalBus,36900
224,2018,6,Jun,Monday,Normal Weekday,RegionalTrain,52950
225,2018,6,Jun,Monday,Normal Weekday,Tram,585250
226,2018,6,Jun,Saturday,Weekend,MetroBus,183600
227,2018,6,Jun,Saturday,Weekend,MetroTrain,347300
228,2018,6,Jun,Saturday,Weekend,RegionalBus,13250
229,2018,6,Jun,Saturday,Weekend,RegionalTrain,24750
230,2018,6,Jun,Saturday,Weekend,Tram,406900
231,2018,6,Jun,Sunday,Weekend,MetroBus,117650
232,2018,6,Jun,Sunday,Weekend,MetroTrain,270250
233,2018,6,Jun,Sunday,Weekend,RegionalBus,8000
234,2018,6,Jun,Sunday,Weekend,RegionalTrain,20400
235,2018,6,Jun,Sunday,Weekend,Tram,294400
236,2018,6,Jun,Thursday,Normal Weekday,MetroBus,410350
237,2018,6,Jun,Thursday,Normal Weekday,MetroTrain,775350
238,2018,6,Jun,Thursday,Normal Weekday,RegionalBus,39400
239,2018,6,Jun,Thursday,Normal Weekday,RegionalTrain,58900
240,2018,6,Jun,Thursday,Normal Weekday,Tram,624850
241,2018,6,Jun,Tuesday,Normal Weekday,MetroBus,405600
242,2018,6,Jun,Tuesday,Normal Weekday,MetroTrain,756450
243,2018,6,Jun,Tuesday,Normal Weekday,RegionalBus,38350
244,2018,6,Jun,Tuesday,Normal Weekday,RegionalTrain,54450
245,2018,6,Jun,Tuesday,Normal Weekday,Tram,610350
246,2018,6,Jun,Wednesday,Normal Weekday,MetroBus,409200
247,2018,6,Jun,Wednesday,Normal Weekday,MetroTrain,776950
248,2018,6,Jun,Wednesday,Normal Weekday,RegionalBus,38300
249,2018,6,Jun,Wednesday,Normal Weekday,RegionalTrain,57900
250,2018,6,Jun,Wednesday,Normal Weekday,Tram,623650
251,2018,7,Jul,Friday,Normal Weekday,MetroBus,420400
252,2018,7,Jul,Friday,Normal Weekday,MetroTrain,830300
253,2018,7,Jul,Friday,Normal Weekday,RegionalBus,39100
254,2018,7,Jul,Friday,Normal Weekday,RegionalTrain,61450
255,2018,7,Jul,Friday,Normal Weekday,Tram,685200
256,2018,7,Jul,Friday,School Holiday Weekday,MetroBus,322450
257,2018,7,Jul,Friday,School Holiday Weekday,MetroTrain,744650
258,2018,7,Jul,Friday,School Holiday Weekday,RegionalBus,23950
259,2018,7,Jul,Friday,School Holiday Weekday,RegionalTrain,56250
260,2018,7,Jul,Friday,School Holiday Weekday,Tram,634650
261,2018,7,Jul,Monday,Normal Weekday,MetroBus,405050
262,2018,7,Jul,Monday,Normal Weekday,MetroTrain,765600
263,2018,7,Jul,Monday,Normal Weekday,RegionalBus,36600
264,2018,7,Jul,Monday,Normal Weekday,RegionalTrain,55750
265,2018,7,Jul,Monday,Normal Weekday,Tram,622050
266,2018,7,Jul,Monday,School Holiday Weekday,MetroBus,318950
267,2018,7,Jul,Monday,School Holiday Weekday,MetroTrain,679150
268,2018,7,Jul,Monday,School Holiday Weekday,RegionalBus,24900
269,2018,7,Jul,Monday,School Holiday Weekday,RegionalTrain,50500
270,2018,7,Jul,Monday,School Holiday Weekday,Tram,577400
271,2018,7,Jul,Saturday,Weekend,MetroBus,177600
272,2018,7,Jul,Saturday,Weekend,MetroTrain,388200
273,2018,7,Jul,Saturday,Weekend,RegionalBus,12900
274,2018,7,Jul,Saturday,Weekend,RegionalTrain,30550
275,2018,7,Jul,Saturday,Weekend,Tram,424450
276,2018,7,Jul,Sunday,Weekend,MetroBus,133000
277,2018,7,Jul,Sunday,Weekend,MetroTrain,298500
278,2018,7,Jul,Sunday,Weekend,RegionalBus,8150
279,2018,7,Jul,Sunday,Weekend,RegionalTrain,22650
280,2018,7,Jul,Sunday,Weekend,Tram,319650
281,2018,7,Jul,Thursday,Normal Weekday,MetroBus,436250
282,2018,7,Jul,Thursday,Normal Weekday,MetroTrain,800950
283,2018,7,Jul,Thursday,Normal Weekday,RegionalBus,40450
284,2018,7,Jul,Thursday,Normal Weekday,RegionalTrain,58650
285,2018,7,Jul,Thursday,Normal Weekday,Tram,660750
286,2018,7,Jul,Thursday,School Holiday Weekday,MetroBus,335250
287,2018,7,Jul,Thursday,School Holiday Weekday,MetroTrain,716650
288,2018,7,Jul,Thursday,School Holiday Weekday,RegionalBus,26350
289,2018,7,Jul,Thursday,School Holiday Weekday,RegionalTrain,53500
290,2018,7,Jul,Thursday,School Holiday Weekday,Tram,617200
291,2018,7,Jul,Tuesday,Normal Weekday,MetroBus,419250
292,2018,7,Jul,Tuesday,Normal Weekday,MetroTrain,800300
293,2018,7,Jul,Tuesday,Normal Weekday,RegionalBus,36300
294,2018,7,Jul,Tuesday,Normal Weekday,RegionalTrain,57450
295,2018,7,Jul,Tuesday,Normal Weekday,Tram,635850
296,2018,7,Jul,Tuesday,School Holiday Weekday,MetroBus,305500
297,2018,7,Jul,Tuesday,School Holiday Weekday,MetroTrain,712500
298,2018,7,Jul,Tuesday,School Holiday Weekday,RegionalBus,20750
299,2018,7,Jul,Tuesday,School Holiday Weekday,RegionalTrain,54000
300,2018,7,Jul,Tuesday,School Holiday Weekday,Tram,609650
301,2018,7,Jul,Wednesday,Normal Weekday,MetroBus,437450
302,2018,7,Jul,Wednesday,Normal Weekday,MetroTrain,803000
303,2018,7,Jul,Wednesday,Normal Weekday,RegionalBus,39550
304,2018,7,Jul,Wednesday,Normal Weekday,RegionalTrain,57700
305,2018,7,Jul,Wednesday,Normal Weekday,Tram,657200
306,2018,7,Jul,Wednesday,School Holiday Weekday,MetroBus,328250
307,2018,7,Jul,Wednesday,School Holiday Weekday,MetroTrain,713800
308,2018,7,Jul,Wednesday,School Holiday Weekday,RegionalBus,24900
309,2018,7,Jul,Wednesday,School Holiday Weekday,RegionalTrain,53550
310,2018,7,Jul,Wednesday,School Holiday Weekday,Tram,607700
311,2018,8,Aug,Friday,Normal Weekday,MetroBus,443850
312,2018,8,Aug,Friday,Normal Weekday,MetroTrain,833600
313,2018,8,Aug,Friday,Normal Weekday,RegionalBus,39250
314,2018,8,Aug,Friday,Normal Weekday,RegionalTrain,59050
315,2018,8,Aug,Friday,Normal Weekday,Tram,689300
316,2018,8,Aug,Monday,Normal Weekday,MetroBus,445500
317,2018,8,Aug,Monday,Normal Weekday,MetroTrain,764150
318,2018,8,Aug,Monday,Normal Weekday,RegionalBus,39550
319,2018,8,Aug,Monday,Normal Weekday,RegionalTrain,54400
320,2018,8,Aug,Monday,Normal Weekday,Tram,634900
321,2018,8,Aug,Saturday,Weekend,MetroBus,188600
322,2018,8,Aug,Saturday,Weekend,MetroTrain,416900
323,2018,8,Aug,Saturday,Weekend,RegionalBus,13200
324,2018,8,Aug,Saturday,Weekend,RegionalTrain,29450
325,2018,8,Aug,Saturday,Weekend,Tram,435900
326,2018,8,Aug,Sunday,Weekend,MetroBus,128950
327,2018,8,Aug,Sunday,Weekend,MetroTrain,317250
328,2018,8,Aug,Sunday,Weekend,RegionalBus,8250
329,2018,8,Aug,Sunday,Weekend,RegionalTrain,21900
330,2018,8,Aug,Sunday,Weekend,Tram,338350
331,2018,8,Aug,Thursday,Normal Weekday,MetroBus,460350
332,2018,8,Aug,Thursday,Normal Weekday,MetroTrain,811150
333,2018,8,Aug,Thursday,Normal Weekday,RegionalBus,41500
334,2018,8,Aug,Thursday,Normal Weekday,RegionalTrain,56900
335,2018,8,Aug,Thursday,Normal Weekday,Tram,668700
336,2018,8,Aug,Tuesday,Normal Weekday,MetroBus,463400
337,2018,8,Aug,Tuesday,Normal Weekday,MetroTrain,801850
338,2018,8,Aug,Tuesday,Normal Weekday,RegionalBus,41200
339,2018,8,Aug,Tuesday,Normal Weekday,RegionalTrain,56550
340,2018,8,Aug,Tuesday,Normal Weekday,Tram,656900
341,2018,8,Aug,Wednesday,Normal Weekday,MetroBus,465950
342,2018,8,Aug,Wednesday,Normal Weekday,MetroTrain,813600
343,2018,8,Aug,Wednesday,Normal Weekday,RegionalBus,41200
344,2018,8,Aug,Wednesday,Normal Weekday,RegionalTrain,57400
345,2018,8,Aug,Wednesday,Normal Weekday,Tram,672250
346,2018,9,Sep,Friday,Normal Weekday,MetroBus,445650
347,2018,9,Sep,Friday,Normal Weekday,MetroTrain,902000
348,2018,9,Sep,Friday,Normal Weekday,RegionalBus,39850
349,2018,9,Sep,Friday,Normal Weekday,RegionalTrain,62050
350,2018,9,Sep,Friday,Normal Weekday,Tram,653350
351,2018,9,Sep,Monday,Normal Weekday,MetroBus,439500
352,2018,9,Sep,Monday,Normal Weekday,MetroTrain,761450
353,2018,9,Sep,Monday,Normal Weekday,RegionalBus,40100
354,2018,9,Sep,Monday,Normal Weekday,RegionalTrain,53850
355,2018,9,Sep,Monday,Normal Weekday,Tram,588000
356,2018,9,Sep,Monday,School Holiday Weekday,MetroBus,343800
357,2018,9,Sep,Monday,School Holiday Weekday,MetroTrain,744550
358,2018,9,Sep,Monday,School Holiday Weekday,RegionalBus,26050
359,2018,9,Sep,Monday,School Holiday Weekday,RegionalTrain,54800
360,2018,9,Sep,Monday,School Holiday Weekday,Tram,581500
361,2018,9,Sep,Saturday,Weekend,MetroBus,185500
362,2018,9,Sep,Saturday,Weekend,MetroTrain,393250
363,2018,9,Sep,Saturday,Weekend,RegionalBus,13500
364,2018,9,Sep,Saturday,Weekend,RegionalTrain,25000
365,2018,9,Sep,Saturday,Weekend,Tram,423450
366,2018,9,Sep,Sunday,Weekend,MetroBus,124350
367,2018,9,Sep,Sunday,Weekend,MetroTrain,256350
368,2018,9,Sep,Sunday,Weekend,RegionalBus,8550
369,2018,9,Sep,Sunday,Weekend,RegionalTrain,18750
370,2018,9,Sep,Sunday,Weekend,Tram,325150
371,2018,9,Sep,Thursday,Normal Weekday,MetroBus,457400
372,2018,9,Sep,Thursday,Normal Weekday,MetroTrain,833250
373,2018,9,Sep,Thursday,Normal Weekday,RegionalBus,41800
374,2018,9,Sep,Thursday,Normal Weekday,RegionalTrain,57750
375,2018,9,Sep,Thursday,Normal Weekday,Tram,622100
376,2018,9,Sep,Thursday,School Holiday Weekday,MetroBus,368950
377,2018,9,Sep,Thursday,School Holiday Weekday,MetroTrain,820400
378,2018,9,Sep,Thursday,School Holiday Weekday,RegionalBus,29150
379,2018,9,Sep,Thursday,School Holiday Weekday,RegionalTrain,60050
380,2018,9,Sep,Thursday,School Holiday Weekday,Tram,666100
381,2018,9,Sep,Tuesday,Normal Weekday,MetroBus,454400
382,2018,9,Sep,Tuesday,Normal Weekday,MetroTrain,801750
383,2018,9,Sep,Tuesday,Normal Weekday,RegionalBus,41750
384,2018,9,Sep,Tuesday,Normal Weekday,RegionalTrain,56750
385,2018,9,Sep,Tuesday,Normal Weekday,Tram,611650
386,2018,9,Sep,Tuesday,School Holiday Weekday,MetroBus,349700
387,2018,9,Sep,Tuesday,School Holiday Weekday,MetroTrain,777100
388,2018,9,Sep,Tuesday,School Holiday Weekday,RegionalBus,26800
389,2018,9,Sep,Tuesday,School Holiday Weekday,RegionalTrain,58200
390,2018,9,Sep,Tuesday,School Holiday Weekday,Tram,620850
391,2018,9,Sep,Wednesday,Normal Weekday,MetroBus,457200
392,2018,9,Sep,Wednesday,Normal Weekday,MetroTrain,803500
393,2018,9,Sep,Wednesday,Normal Weekday,RegionalBus,41900
394,2018,9,Sep,Wednesday,Normal Weekday,RegionalTrain,55900
395,2018,9,Sep,Wednesday,Normal Weekday,Tram,614750
396,2018,9,Sep,Wednesday,School Holiday Weekday,MetroBus,364600
397,2018,9,Sep,Wednesday,School Holiday Weekday,MetroTrain,801050
398,2018,9,Sep,Wednesday,School Holiday Weekday,RegionalBus,28000
399,2018,9,Sep,Wednesday,School Holiday Weekday,RegionalTrain,58900
400,2018,9,Sep,Wednesday,School Holiday Weekday,Tram,643800
401,2018,10,Oct,Friday,Normal Weekday,MetroBus,448800
402,2018,10,Oct,Friday,Normal Weekday,MetroTrain,834350
403,2018,10,Oct,Friday,Normal Weekday,RegionalBus,41900
404,2018,10,Oct,Friday,Normal Weekday,RegionalTrain,60200
405,2018,10,Oct,Friday,Normal Weekday,Tram,719350
406,2018,10,Oct,Friday,School Holiday Weekday,MetroBus,385100
407,2018,10,Oct,Friday,School Holiday Weekday,MetroTrain,790350
408,2018,10,Oct,Friday,School Holiday Weekday,RegionalBus,28950
409,2018,10,Oct,Friday,School Holiday Weekday,RegionalTrain,59100
410,2018,10,Oct,Friday,School Holiday Weekday,Tram,707000
411,2018,10,Oct,Monday,Normal Weekday,MetroBus,434900
412,2018,10,Oct,Monday,Normal Weekday,MetroTrain,778500
413,2018,10,Oct,Monday,Normal Weekday,RegionalBus,40750
414,2018,10,Oct,Monday,Normal Weekday,RegionalTrain,53500
415,2018,10,Oct,Monday,Normal Weekday,Tram,639150
416,2018,10,Oct,Monday,School Holiday Weekday,MetroBus,361950
417,2018,10,Oct,Monday,School Holiday Weekday,MetroTrain,765050
418,2018,10,Oct,Monday,School Holiday Weekday,RegionalBus,26800
419,2018,10,Oct,Monday,School Holiday Weekday,RegionalTrain,54950
420,2018,10,Oct,Monday,School Holiday Weekday,Tram,654500
421,2018,10,Oct,Saturday,Weekend,MetroBus,198950
422,2018,10,Oct,Saturday,Weekend,MetroTrain,391500
