_id,Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
395,2018,9,Sep,Wednesday,Normal Weekday,Tram,614750
400,2018,9,Sep,Wednesday,School Holiday Weekday,Tram,643800
405,2018,10,Oct,Friday,Normal Weekday,Tram,719350
410,2018,10,Oct,Friday,School Holiday Weekday,Tram,707000
415,2018,10,Oct,Monday,Normal Weekday,Tram,639150
420,2018,10,Oct,Monday,School Holiday Weekday,Tram,654500
425,2018,10,Oct,Saturday,Weekend,Tram,450800
430,2018,10,Oct,Sunday,Weekend,Tram,338900
435,2018,10,Oct,Thursday,Normal Weekday,Tram,693550
440,2018,10,Oct,Thursday,School Holiday Weekday,Tram,684000
445,2018,10,Oct,Tuesday,Normal Weekday,Tram,652250
450,2018,10,Oct,Tuesday,School Holiday Weekday,Tram,689600
455,2018,10,Oct,Wednesday,Normal Weekday,Tram,676550
